id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary
7977,0.92,0.6,3,198,2,0,0,0,sales,medium
7978,0.49,0.52,3,156,2,0,0,0,sales,low
7979,0.41,0.87,6,262,6,0,0,0,sales,high
7980,0.75,0.7,3,129,3,0,0,0,accounting,medium
7981,0.72,0.96,5,267,5,0,1,0,technical,low
7982,0.44,0.48,2,143,3,0,1,0,technical,medium
7983,0.48,0.73,5,152,6,0,0,0,IT,medium
7984,0.64,0.73,3,142,3,0,0,0,marketing,low
7985,0.71,0.76,3,175,2,0,0,0,sales,medium
7986,0.67,0.56,4,241,3,0,0,0,technical,low
7987,0.62,0.42,2,124,2,0,0,0,sales,low
7988,0.52,0.54,4,212,3,0,0,0,IT,low
7989,0.37,0.47,2,149,3,0,1,0,sales,low
7990,0.54,0.98,3,197,3,0,0,0,technical,low
7991,0.44,0.53,2,149,3,0,1,0,sales,low
7992,0.41,0.56,2,154,3,0,1,0,technical,low
7993,0.46,0.55,2,129,3,0,1,0,sales,low
7994,0.56,0.95,3,241,3,0,0,0,support,medium
7995,0.49,0.52,4,251,2,0,0,0,support,low
7996,0.45,0.49,2,144,3,0,1,0,accounting,low
7997,0.79,0.74,3,238,2,0,0,0,technical,medium
7998,0.89,0.92,5,237,5,0,1,0,sales,medium
7999,0.13,0.63,6,219,6,0,0,0,marketing,low
8000,0.48,0.52,3,280,2,0,0,0,hr,medium
8001,0.22,0.96,3,213,3,0,0,0,support,high
8002,0.79,0.44,2,236,3,0,0,0,IT,medium
8003,0.66,0.93,4,187,2,0,0,0,RandD,low
8004,0.87,0.97,4,243,3,0,0,0,IT,high
8005,0.52,0.59,3,164,3,0,0,0,technical,medium
8006,0.15,0.84,4,275,5,0,0,0,marketing,low
8007,0.5,0.46,3,165,3,0,0,0,RandD,low
8008,0.91,0.99,5,254,5,0,1,0,technical,medium
8009,0.33,0.85,2,127,3,0,0,0,marketing,medium
8010,0.54,0.93,4,184,2,1,0,0,marketing,medium
8011,0.9,0.98,5,271,5,0,1,0,technical,low
8012,0.82,0.62,3,152,6,0,0,0,technical,low
8013,0.55,0.95,4,249,4,0,0,0,technical,medium
8014,0.88,0.57,4,185,2,0,0,0,sales,low
8015,0.65,0.74,4,228,2,1,0,0,IT,medium
8016,0.8,0.9,4,211,8,0,0,0,accounting,medium
8017,0.98,0.53,4,192,2,1,0,0,sales,low
8018,0.8,0.97,4,218,5,1,1,0,support,medium
8019,0.4,0.87,5,250,4,0,0,0,sales,low
8020,0.85,0.8,4,158,3,0,0,0,support,medium
8021,0.84,0.93,3,159,3,0,0,0,sales,low
8022,0.82,0.73,3,183,3,0,0,0,IT,low
8023,0.82,0.93,4,185,2,0,0,0,RandD,medium
8024,0.44,0.46,2,138,3,0,1,0,technical,low
8025,0.51,0.87,2,130,4,0,0,0,sales,medium
8026,0.61,0.47,2,149,3,0,0,0,sales,medium
8027,0.71,0.74,3,202,2,0,0,0,RandD,medium
8028,0.21,0.74,5,141,4,0,0,0,accounting,high
8029,0.84,0.68,3,231,3,0,0,0,product_mng,low
8030,0.5,0.98,5,177,4,0,0,0,management,medium
8031,0.59,0.99,3,185,2,0,0,0,support,medium
8032,0.8,0.52,3,253,2,1,0,0,sales,low
8033,0.49,0.91,4,134,4,0,0,0,accounting,low
8034,0.88,0.58,5,266,3,1,0,0,marketing,medium
8035,0.66,0.87,3,223,7,0,0,0,sales,high
8036,0.59,0.56,4,221,3,1,0,0,technical,low
8037,0.57,0.64,4,226,7,0,0,0,sales,low
8038,0.42,0.48,2,140,3,0,1,0,sales,low
8039,0.36,0.54,2,153,3,0,1,0,accounting,medium
8040,0.56,0.99,4,270,2,0,0,0,product_mng,low
8041,0.95,0.78,2,148,2,0,0,0,IT,low
8042,0.43,0.45,2,135,3,0,1,0,marketing,low
8043,0.75,0.98,4,245,5,0,1,0,management,low
8044,0.42,0.69,3,126,2,0,0,0,sales,low
8045,0.63,0.52,3,183,2,0,0,0,technical,low
8046,0.21,0.66,4,165,5,0,0,0,support,low
8047,0.49,0.96,3,140,3,0,0,0,marketing,medium
8048,0.59,0.84,4,251,4,1,0,1,management,low
8049,0.71,0.96,3,201,3,0,0,0,RandD,low
8050,0.39,0.52,2,148,3,1,1,0,marketing,low
8051,0.52,0.83,5,145,3,0,0,0,sales,medium
8052,0.88,0.87,5,257,3,0,0,0,IT,medium
8053,0.23,0.46,4,274,5,1,0,0,hr,medium
8054,0.92,0.78,3,218,3,0,0,0,technical,low
8055,0.78,0.71,3,249,5,0,1,0,marketing,medium
8056,0.19,1.0,4,192,4,0,1,0,accounting,low
8057,0.41,0.57,2,160,3,0,1,0,support,low
8058,0.89,0.89,5,262,5,0,1,0,accounting,low
8059,0.74,0.77,4,206,3,0,0,0,sales,low
8060,0.63,0.82,3,269,3,0,0,0,sales,low
8061,0.84,0.49,5,189,2,0,0,0,support,medium
8062,0.22,0.62,3,180,3,0,0,0,support,low
8063,0.41,0.48,2,145,3,0,1,0,accounting,medium
8064,0.84,0.93,4,251,5,0,1,0,technical,medium
8065,0.8,0.71,4,200,2,0,0,0,IT,low
8066,0.7,0.67,5,136,3,0,0,0,sales,medium
8067,0.92,1.0,4,261,4,0,0,0,sales,medium
8068,0.8,0.86,5,262,6,0,1,0,sales,medium
8069,0.09,0.93,6,271,4,0,1,0,accounting,medium
8070,0.96,0.42,6,101,4,0,0,0,technical,medium
8071,0.68,0.62,5,198,5,1,1,0,RandD,low
8072,0.8,0.53,3,255,5,0,1,0,technical,high
8073,0.58,0.5,4,225,3,0,0,0,support,high
8074,0.68,0.92,4,209,6,0,0,0,support,low
8075,0.91,0.7,4,134,2,0,0,0,technical,medium
8076,0.77,0.42,4,98,2,0,0,0,sales,low
8077,0.66,0.77,2,171,2,0,0,0,technical,medium
8078,0.68,0.97,3,174,2,0,0,0,support,low
8079,0.52,0.39,6,246,4,0,0,0,sales,medium
8080,0.27,0.55,5,121,3,1,0,0,sales,low
8081,0.87,0.94,4,189,3,0,0,1,sales,medium
8082,0.78,0.79,5,233,3,1,0,0,RandD,high
8083,0.53,0.74,3,172,10,0,0,1,management,high
8084,0.39,0.55,2,159,3,0,1,0,technical,high
8085,0.1,0.9,7,281,4,0,1,0,sales,low
8086,0.95,0.53,4,162,3,0,0,0,sales,medium
8087,0.78,0.99,5,241,5,0,1,0,sales,medium
8088,0.91,0.74,3,139,5,1,0,0,hr,medium
8089,0.24,0.88,5,199,5,1,0,0,sales,medium
8090,0.63,0.57,5,160,2,0,0,0,technical,low
8091,0.09,0.79,6,293,5,0,1,0,sales,low
8092,0.68,0.67,4,162,10,0,0,0,management,high
8093,0.17,0.76,4,171,5,0,0,0,product_mng,low
8094,0.78,0.55,3,143,3,0,0,0,RandD,low
8095,0.58,0.63,4,271,3,0,0,0,sales,low
8096,0.72,0.67,3,243,3,0,0,0,sales,low
8097,0.4,0.42,3,146,2,1,0,0,hr,medium
8098,0.62,0.89,3,153,3,1,0,0,hr,low
8099,0.41,0.45,2,144,3,1,1,0,product_mng,low
8100,0.38,0.54,2,135,3,0,1,0,technical,medium
8101,0.45,0.55,2,151,3,0,1,0,IT,medium
8102,0.39,0.54,2,155,3,0,1,0,support,low
8103,0.73,0.86,3,200,4,0,0,0,technical,medium
8104,0.23,0.96,4,242,6,0,0,0,marketing,medium
8105,0.52,0.85,3,250,4,0,0,0,sales,low
8106,0.1,0.55,2,247,4,0,1,0,sales,medium
8107,0.95,0.72,3,168,5,0,0,0,IT,medium
8108,0.81,0.62,3,240,6,0,0,1,sales,low
8109,0.59,0.55,4,138,2,0,0,0,marketing,high
8110,0.73,0.74,4,214,3,0,0,0,sales,high
8111,0.87,1.0,5,261,5,1,1,0,technical,medium
8112,0.81,0.8,4,229,2,0,0,0,sales,medium
8113,0.95,0.94,3,174,3,0,0,0,sales,medium
8114,0.7,0.62,3,110,3,0,0,0,product_mng,low
8115,0.38,0.49,2,151,3,0,1,0,technical,low
8116,0.23,0.52,5,236,4,0,0,0,RandD,low
8117,0.93,0.66,4,228,3,0,0,0,RandD,low
8118,0.91,0.51,2,211,2,0,0,0,accounting,medium
8119,0.11,0.92,6,305,4,0,1,0,technical,low
8120,0.79,0.78,2,228,2,0,0,0,technical,medium
8121,0.84,0.99,4,267,5,0,1,0,product_mng,low
8122,0.17,0.55,6,240,6,0,0,0,RandD,low
8123,0.11,0.96,7,277,5,0,1,0,sales,low
8124,0.96,0.81,3,247,3,0,0,0,RandD,low
8125,0.2,0.8,6,251,5,0,0,0,accounting,medium
8126,0.94,0.58,5,215,2,0,0,0,RandD,low
8127,0.09,0.78,6,254,4,0,1,0,support,low
8128,0.39,0.55,2,152,3,1,1,0,sales,medium
8129,0.39,0.5,4,294,3,0,1,0,technical,low
8130,0.61,0.58,6,146,3,0,0,0,sales,low
8131,0.75,0.83,5,262,5,0,1,0,product_mng,low
8132,0.95,0.96,5,175,3,1,0,1,RandD,medium
8133,0.49,0.83,3,168,4,1,0,0,hr,low
8134,0.89,0.85,4,201,2,1,0,0,support,low
8135,0.39,0.55,2,156,3,0,1,0,product_mng,medium
8136,0.43,0.56,2,129,3,0,1,0,sales,low
8137,0.6,0.95,4,164,4,0,0,0,sales,medium
8138,0.49,0.68,3,192,7,0,0,0,management,high
8139,0.43,0.48,2,135,3,0,1,0,sales,medium
8140,0.6,0.86,6,247,6,0,0,0,product_mng,medium
8141,0.68,0.71,5,135,4,1,0,0,marketing,medium
8142,0.57,0.83,5,189,3,0,0,0,support,low
8143,0.58,0.97,3,274,4,1,0,1,sales,medium
8144,0.75,0.85,5,267,5,0,1,0,support,low
8145,0.78,0.68,2,159,3,1,0,0,support,medium
8146,0.72,0.62,4,252,2,1,0,0,technical,medium
8147,0.8,0.99,4,255,5,1,0,0,technical,low
8148,0.73,0.97,5,235,5,0,1,0,hr,low
8149,0.7,0.7,3,162,8,0,0,0,RandD,high
8150,0.92,0.85,3,155,2,0,0,0,accounting,medium
8151,0.54,0.81,5,261,6,0,0,0,RandD,medium
8152,0.66,0.66,3,225,3,0,0,0,technical,low
8153,0.38,0.51,2,146,3,0,1,0,IT,medium
8154,0.86,0.92,3,260,2,0,0,0,sales,low
8155,0.51,0.54,4,166,4,1,0,0,sales,low
8156,0.78,0.93,5,225,5,0,1,0,sales,low
8157,0.35,0.8,3,137,5,0,0,0,hr,low
8158,0.14,0.95,4,144,5,0,0,0,marketing,low
8159,0.52,0.97,4,170,3,0,0,0,support,medium
8160,0.12,0.61,6,172,6,0,0,0,RandD,high
8161,0.69,0.56,5,271,3,0,0,0,support,low
8162,0.91,0.65,5,214,3,1,0,0,marketing,low
8163,0.97,0.62,6,118,2,0,0,0,accounting,low
8164,0.73,0.99,4,152,4,0,0,0,technical,medium
8165,0.24,0.74,5,282,3,0,0,0,IT,medium
8166,0.86,0.64,4,147,2,1,0,0,product_mng,high
8167,0.93,0.99,3,169,3,0,0,0,technical,low
8168,0.39,0.54,2,127,3,0,1,0,sales,low
8169,0.62,0.54,3,142,2,0,0,0,sales,medium
8170,0.22,0.61,4,150,6,0,0,0,management,medium
8171,0.66,0.61,3,156,3,1,0,0,technical,medium
8172,0.69,0.9,2,155,2,0,0,0,technical,low
8173,0.49,0.79,4,158,3,0,0,0,support,high
8174,0.93,0.69,3,213,4,0,0,0,sales,low
8175,0.38,0.54,2,157,3,0,1,0,marketing,medium
8176,0.78,0.65,3,154,2,0,0,0,hr,low
8177,0.75,0.93,3,247,2,0,0,0,technical,high
8178,0.12,1.0,3,278,4,0,1,0,RandD,medium
8179,0.71,0.63,3,249,3,0,0,0,IT,low
8180,0.22,0.61,3,148,5,0,0,0,sales,medium
8181,0.6,0.6,4,201,3,0,0,0,RandD,high
8182,0.54,0.97,4,258,3,0,0,0,support,low
8183,0.49,0.94,5,136,3,0,0,0,product_mng,medium
8184,0.75,0.98,4,198,3,0,0,0,support,low
8185,0.5,0.54,4,175,2,0,0,0,technical,low
8186,0.11,0.77,6,291,4,0,1,0,marketing,low
8187,0.62,0.43,2,106,2,0,0,1,sales,high
8188,0.76,0.98,4,258,3,0,0,0,RandD,low
8189,0.56,0.77,5,279,4,0,0,0,sales,low
8190,0.64,0.5,3,261,2,0,0,0,sales,low
8191,0.4,0.56,2,149,3,0,1,0,accounting,low
8192,0.83,1.0,5,240,5,0,1,0,support,low
8193,0.68,0.5,4,166,4,1,0,0,technical,medium
8194,0.63,0.76,4,245,3,0,0,0,hr,low
8195,0.75,0.62,5,144,3,0,0,0,technical,low
8196,0.17,0.55,6,250,5,0,1,0,sales,medium
8197,0.97,0.69,4,134,3,0,0,0,RandD,high
8198,0.96,0.9,3,175,3,1,0,0,sales,low
8199,0.82,0.99,4,263,6,0,1,0,technical,medium
8200,1.0,0.65,4,202,4,1,0,0,hr,low
8201,0.8,0.95,4,274,5,0,1,0,sales,low
8202,0.99,0.54,3,188,3,0,0,0,technical,medium
8203,0.45,0.56,2,154,3,0,1,0,marketing,low
8204,0.72,0.99,3,143,4,0,0,0,sales,low
8205,1.0,0.89,3,230,3,1,0,0,technical,low
8206,0.51,0.51,2,271,3,0,0,0,sales,medium
8207,0.86,0.88,5,268,5,0,1,0,technical,medium
8208,0.66,0.75,5,227,3,1,0,0,sales,medium
8209,0.81,0.61,2,176,5,0,0,1,marketing,low
8210,0.65,0.53,4,160,3,0,0,0,sales,low
8211,0.24,0.63,4,203,5,0,0,0,technical,low
8212,0.57,0.6,3,202,3,0,0,0,technical,medium
8213,0.98,0.93,5,203,2,0,0,0,technical,medium
8214,0.13,0.53,6,173,4,0,0,0,sales,low
8215,0.11,0.83,6,295,4,0,1,0,support,medium
8216,0.86,0.92,3,180,2,0,0,0,support,medium
8217,0.67,0.55,3,217,2,0,0,0,RandD,high
8218,0.84,0.61,5,202,3,0,0,0,support,high
8219,0.77,0.74,5,263,2,0,0,0,sales,medium
8220,0.56,0.76,3,134,2,0,0,0,support,high
8221,0.41,0.56,2,143,3,0,1,0,technical,medium
8222,0.19,0.83,3,225,4,0,0,0,sales,low
8223,0.94,0.59,3,151,2,0,0,0,sales,low
8224,0.95,0.86,5,143,3,0,0,0,technical,medium
8225,0.9,0.56,3,220,3,0,0,0,sales,low
8226,0.53,0.72,2,172,5,0,0,0,sales,low
8227,0.75,0.85,4,234,3,0,0,0,IT,low
8228,0.94,0.71,3,175,3,0,0,0,IT,low
8229,0.56,0.81,4,216,2,0,0,0,technical,low
8230,0.24,0.76,6,213,4,0,0,0,support,medium
8231,0.2,0.69,2,160,4,0,0,0,sales,low
8232,0.19,0.72,4,102,3,0,0,0,sales,medium
8233,0.61,0.59,4,247,2,0,0,0,technical,medium
8234,0.38,0.5,2,153,3,0,1,0,support,low
8235,0.97,0.61,4,167,3,0,0,1,accounting,high
8236,0.45,0.47,2,146,3,0,1,0,sales,medium
8237,0.8,0.58,4,238,2,0,0,0,sales,high
8238,0.63,0.86,3,269,4,0,0,0,support,low
8239,0.15,0.91,5,267,4,0,0,0,technical,low
8240,0.1,0.93,6,289,4,1,1,0,support,low
8241,0.7,0.58,5,168,3,0,0,0,management,low
8242,0.98,0.92,5,221,3,1,0,0,product_mng,medium
8243,0.9,0.55,3,195,3,0,0,0,IT,medium
8244,0.58,0.86,3,151,2,0,0,0,accounting,medium
8245,0.36,0.48,2,137,3,0,1,0,technical,low
8246,0.5,0.72,3,182,2,1,0,0,product_mng,medium
8247,0.24,0.38,6,109,2,0,0,0,support,medium
8248,0.5,0.84,3,259,2,0,0,0,product_mng,high
8249,0.39,0.49,2,129,3,0,1,0,technical,medium
8250,0.99,0.62,4,256,2,0,0,0,IT,medium
8251,1.0,0.59,4,174,3,0,0,0,hr,low
8252,0.81,0.99,3,239,2,1,0,0,technical,low
8253,0.2,0.7,4,225,5,0,0,0,support,low
8254,0.79,0.79,4,231,2,0,0,0,sales,low
8255,0.5,1.0,5,264,8,0,0,1,accounting,high
8256,0.42,0.97,6,259,4,0,1,0,management,high
8257,0.68,0.4,3,213,5,1,0,1,sales,low
8258,0.52,0.8,3,156,3,0,0,0,sales,medium
8259,0.39,0.49,2,144,3,0,1,0,marketing,medium
8260,0.3,0.64,2,137,3,0,0,0,management,high
8261,0.46,0.49,2,138,3,0,1,0,support,low
8262,0.44,0.58,2,157,2,0,0,0,sales,low
8263,0.71,0.5,3,201,2,0,0,0,sales,low
8264,0.55,0.49,3,152,2,0,0,0,technical,medium
8265,0.94,0.49,4,176,8,0,0,0,management,medium
8266,0.37,0.47,2,141,3,0,1,0,technical,medium
8267,0.57,0.48,5,221,3,0,0,0,support,medium
8268,0.45,0.5,2,157,3,0,1,0,management,medium
8269,0.93,0.59,5,158,3,0,0,0,sales,low
8270,0.96,0.89,2,239,6,1,0,0,sales,medium
8271,0.85,0.67,3,176,2,0,0,0,IT,medium
8272,0.69,0.72,4,210,2,1,0,0,sales,high
8273,0.43,0.48,2,147,3,0,1,0,IT,medium
8274,0.82,0.86,5,243,5,0,1,0,IT,low
8275,0.66,0.76,3,139,5,0,0,0,sales,low
8276,0.73,0.86,4,138,2,0,0,0,RandD,low
8277,0.37,0.5,2,141,3,0,1,0,sales,low
8278,0.85,0.67,3,267,2,1,0,0,sales,low
8279,0.82,0.65,5,178,7,1,0,0,sales,medium
8280,0.71,0.93,5,140,8,0,0,0,marketing,medium
8281,0.82,0.87,4,239,5,0,1,0,sales,low
8282,0.45,0.57,2,136,3,0,1,0,sales,low
8283,0.38,0.5,2,187,2,1,0,0,sales,medium
8284,0.19,0.85,6,116,3,0,0,0,technical,low
8285,0.86,0.77,3,152,3,0,0,1,hr,low
8286,0.68,0.49,3,230,3,0,0,0,technical,medium
8287,0.54,1.0,3,169,2,0,0,0,support,medium
8288,0.54,0.65,5,206,4,1,0,0,sales,low
8289,0.77,0.52,4,241,3,0,0,0,product_mng,medium
8290,0.61,0.62,4,233,3,0,0,0,marketing,medium
8291,0.72,0.87,5,223,5,0,1,0,sales,low
8292,0.43,0.53,2,160,3,0,1,0,support,low
8293,0.52,0.52,4,168,3,0,0,0,product_mng,medium
8294,0.86,0.58,4,220,5,0,0,0,technical,low
8295,0.11,0.92,6,269,4,0,1,0,accounting,medium
8296,0.21,0.69,3,144,6,1,0,0,IT,low
8297,0.74,0.97,4,228,5,0,1,0,hr,low
8298,0.43,0.68,3,197,2,0,0,0,technical,low
8299,0.11,0.95,6,245,4,0,1,0,management,low
8300,0.79,0.54,4,244,3,0,0,0,management,high
8301,0.96,0.37,3,111,2,0,0,0,sales,high
8302,0.47,0.76,6,174,10,0,0,0,IT,medium
8303,0.65,0.94,4,184,7,0,0,0,sales,medium
8304,0.99,0.7,4,190,4,1,0,0,RandD,medium
8305,0.28,0.46,5,277,6,0,0,0,technical,medium
8306,0.8,0.79,3,217,3,0,0,0,technical,low
8307,0.93,0.95,5,176,6,0,0,1,accounting,medium
8308,0.75,0.85,5,240,6,1,1,0,marketing,medium
8309,0.18,0.75,3,142,2,0,0,0,product_mng,low
8310,0.4,0.51,2,139,3,0,1,0,support,low
8311,0.6,0.6,3,242,3,0,0,0,technical,medium
8312,0.95,0.99,5,251,4,0,0,0,product_mng,low
8313,0.91,0.88,5,123,5,0,0,0,IT,low
8314,0.78,0.57,4,157,3,0,0,0,accounting,low
8315,0.9,0.55,3,260,3,0,0,0,sales,medium
8316,0.67,0.97,5,239,3,0,0,0,support,low
8317,0.92,0.63,5,224,8,1,0,0,sales,low
8318,0.92,0.64,4,190,10,1,0,0,management,low
8319,0.44,0.52,2,149,3,0,1,0,marketing,low
8320,0.78,0.63,5,259,3,0,0,0,sales,low
8321,0.72,0.86,3,231,3,1,0,0,sales,medium
8322,0.4,0.46,2,127,3,0,1,0,technical,low
8323,0.1,0.84,5,303,5,0,1,0,accounting,medium
8324,0.82,0.76,3,174,3,0,0,0,sales,medium
8325,0.68,0.85,5,173,3,0,0,0,marketing,low
8326,0.91,0.94,5,218,6,0,1,0,product_mng,low
8327,0.85,0.53,3,250,3,0,0,0,IT,medium
8328,0.94,0.69,5,145,2,0,0,0,product_mng,medium
8329,0.37,0.51,2,127,3,0,1,0,sales,medium
8330,0.7,0.92,3,162,3,1,0,0,sales,low
8331,0.22,0.76,4,176,6,1,0,0,product_mng,high
8332,0.63,0.48,4,179,3,0,0,0,marketing,low
8333,0.92,0.76,5,132,3,1,0,0,RandD,low
8334,0.78,0.87,3,183,4,0,0,0,RandD,low
8335,0.31,0.61,4,97,2,0,0,0,support,low
8336,0.55,0.53,4,214,3,0,0,0,sales,low
8337,0.76,0.8,5,229,2,0,0,0,marketing,medium
8338,0.63,0.98,4,228,3,0,0,0,marketing,medium
8339,0.35,0.58,3,229,6,1,0,0,technical,medium
8340,0.73,0.81,4,245,2,0,0,0,sales,low
8341,0.4,0.51,3,120,6,0,0,0,sales,medium
8342,0.7,0.85,3,161,2,0,0,0,technical,medium
8343,0.54,0.8,3,232,2,0,0,0,accounting,high
8344,0.22,0.69,4,182,6,0,0,0,technical,low
8345,0.92,0.76,5,246,2,1,0,0,accounting,low
8346,0.92,0.79,5,243,3,1,0,0,support,high
8347,0.77,0.98,5,259,6,0,1,0,product_mng,low
8348,0.1,0.87,7,289,4,0,1,0,sales,low
8349,0.75,0.83,4,133,4,0,0,0,hr,high
8350,0.84,0.55,4,270,3,1,0,0,sales,medium
8351,0.98,0.85,4,178,3,0,0,0,support,medium
8352,0.68,0.61,6,236,3,0,0,0,sales,medium
8353,0.44,0.48,2,158,3,0,1,0,technical,low
8354,0.6,0.53,4,228,3,0,0,0,sales,medium
8355,0.77,0.91,5,221,6,0,1,0,support,medium
8356,0.8,0.96,4,268,3,0,0,0,technical,medium
8357,0.29,0.65,5,110,5,1,0,0,sales,low
8358,0.43,0.52,2,136,3,0,1,0,IT,medium
8359,0.58,0.5,2,132,3,0,0,0,support,medium
8360,0.68,0.62,3,255,5,0,0,0,RandD,low
8361,0.88,0.89,3,171,2,0,0,0,RandD,medium
8362,0.73,0.75,5,265,3,0,0,0,RandD,low
8363,0.77,0.58,4,202,3,0,0,0,sales,medium
8364,0.57,0.9,3,144,2,0,0,0,IT,medium
8365,0.81,0.52,4,221,6,0,0,0,marketing,high
8366,0.11,0.85,7,302,4,0,1,0,sales,low
8367,0.59,0.59,4,270,2,0,0,0,technical,low
8368,0.93,0.52,4,200,3,0,0,0,technical,low
8369,0.51,0.6,5,175,3,0,0,0,technical,medium
8370,0.84,0.96,3,161,2,1,0,0,sales,low
8371,0.5,0.91,3,212,2,0,0,0,IT,low
8372,0.44,0.48,2,143,3,0,1,0,technical,medium
8373,0.77,0.89,4,269,10,0,0,0,management,high
8374,0.61,1.0,4,133,4,0,0,0,sales,low
8375,0.41,0.61,3,185,2,1,0,0,sales,medium
8376,0.85,0.72,3,150,2,1,0,0,technical,low
8377,0.69,0.89,3,216,4,0,0,0,technical,low
8378,0.85,0.95,5,236,5,0,1,0,hr,low
8379,0.52,1.0,4,221,3,0,0,0,technical,medium
8380,0.87,0.9,5,254,6,0,1,0,support,low
8381,0.8,0.9,4,241,2,0,0,0,IT,low
8382,0.53,0.58,4,134,2,0,0,0,technical,low
8383,0.64,0.51,4,247,2,1,0,0,support,low
8384,0.63,0.84,3,269,2,0,0,0,product_mng,low
8385,0.76,0.89,4,224,2,0,0,0,product_mng,low
8386,0.58,0.5,3,144,3,0,0,0,sales,medium
8387,0.39,0.57,2,127,3,0,1,0,sales,low
8388,0.42,0.49,2,139,3,0,1,0,hr,low
8389,0.64,0.38,2,269,5,0,0,0,technical,low
8390,0.1,0.89,5,270,4,0,1,0,IT,medium
8391,0.41,0.56,2,154,3,0,1,1,support,medium
8392,0.41,0.54,2,133,3,0,1,0,sales,medium
8393,0.53,0.51,4,174,2,0,0,0,support,medium
8394,0.21,0.44,4,163,6,0,0,0,sales,high
8395,0.32,0.65,2,183,3,0,0,0,sales,low
8396,0.58,0.49,3,167,3,0,0,0,IT,medium
8397,0.76,1.0,5,219,5,0,1,0,support,low
8398,0.56,0.58,5,266,3,0,0,0,technical,low
8399,0.92,0.78,3,194,3,0,0,0,technical,medium
8400,0.37,0.62,4,253,2,0,0,0,marketing,medium
8401,0.24,0.62,5,169,4,0,0,0,support,medium
8402,0.79,0.55,4,145,3,0,0,0,technical,medium
8403,0.75,0.81,2,247,4,0,0,0,hr,low
8404,0.79,0.87,5,261,5,0,1,0,sales,low
8405,0.11,0.85,6,308,5,0,1,0,sales,medium
8406,0.82,0.59,3,155,3,0,0,0,accounting,medium
8407,0.48,0.51,4,103,4,0,0,0,IT,low
8408,0.83,0.89,4,137,3,0,0,0,sales,medium
8409,0.78,0.5,5,247,4,0,0,0,product_mng,medium
8410,0.82,0.97,3,137,3,0,0,0,management,high
8411,0.69,0.82,4,272,2,0,0,0,technical,low
8412,0.97,0.89,4,248,2,0,0,0,sales,low
8413,0.66,0.81,3,174,3,0,0,0,technical,low
8414,0.69,0.5,3,260,4,0,0,0,sales,medium
8415,0.38,0.47,2,144,3,0,1,0,support,low
8416,0.91,0.91,4,262,6,0,1,0,support,low
8417,0.46,0.62,2,187,3,0,0,0,hr,low
8418,0.69,0.64,4,190,4,0,0,0,technical,medium
8419,0.31,0.75,4,220,3,0,0,0,support,low
8420,0.62,0.71,4,168,2,0,0,0,sales,high
8421,0.55,0.86,4,169,6,0,0,0,IT,medium
8422,0.88,0.99,3,190,5,0,0,0,technical,high
8423,0.52,0.38,3,132,4,0,0,0,support,medium
8424,0.39,0.48,2,141,3,0,1,0,product_mng,medium
8425,0.68,0.51,3,259,3,0,0,0,support,medium
8426,0.66,0.91,4,234,2,1,0,0,IT,medium
8427,0.29,0.77,3,152,3,1,0,0,technical,low
8428,0.82,0.65,4,148,3,0,0,0,sales,high
8429,0.85,0.58,4,273,4,0,0,0,IT,medium
8430,0.86,0.71,5,273,3,0,0,0,support,medium
8431,0.93,0.86,4,192,4,0,0,0,IT,high
8432,0.4,0.46,2,128,3,0,1,0,management,low
8433,0.97,0.41,5,135,6,0,0,0,sales,medium
8434,0.99,0.79,4,172,2,0,0,0,sales,medium
8435,0.48,0.71,2,140,3,1,0,0,support,low
8436,0.38,0.52,2,145,3,0,1,0,sales,low
8437,0.58,0.98,3,175,3,0,0,0,sales,low
8438,0.88,0.74,3,273,10,0,0,0,sales,medium
8439,0.43,0.52,2,139,3,0,1,0,product_mng,low
8440,0.8,0.6,3,212,3,0,0,0,sales,high
8441,0.72,0.66,3,256,2,0,0,0,IT,medium
8442,0.79,0.86,5,238,8,0,0,0,sales,low
8443,0.91,0.63,4,226,3,1,0,0,IT,low
8444,0.75,1.0,5,223,6,0,1,0,accounting,medium
8445,0.36,0.42,3,206,5,0,0,0,marketing,high
8446,0.81,0.85,4,251,6,0,1,0,hr,medium
8447,0.64,0.75,4,172,4,0,0,0,marketing,medium
8448,0.95,0.76,3,236,2,1,0,0,sales,medium
8449,0.92,0.49,5,145,3,0,0,0,technical,low
8450,0.88,0.74,5,245,2,0,0,0,sales,medium
8451,0.24,0.39,5,158,2,0,0,0,sales,medium
8452,0.63,0.96,4,133,2,0,0,0,technical,low
8453,0.72,0.92,3,225,3,0,0,0,management,medium
8454,0.22,0.9,4,106,2,0,0,0,sales,medium
8455,0.54,0.64,2,219,3,0,0,0,technical,low
8456,0.1,0.96,6,275,4,0,1,0,technical,low
8457,0.72,1.0,4,169,3,0,1,0,sales,medium
8458,0.94,0.81,3,150,2,0,0,0,support,low
8459,0.52,0.96,4,171,2,0,0,0,sales,medium
8460,0.64,0.48,4,267,2,1,0,0,sales,low
8461,0.73,0.94,4,262,3,0,0,0,support,low
8462,0.49,0.67,2,190,8,0,0,0,marketing,medium
8463,0.63,0.65,4,246,6,1,0,0,sales,low
8464,0.35,0.59,3,281,2,0,0,0,technical,medium
